number,id,topic,format,category,image,source,script_seconds
323,study-http-dns-tls-request-journey--incident,"Trace a Request Through DNS, TLS, and HTTP",Pitfalls and Checks,Core Computer Science,images/study-http-dns-tls-request-journey--incident.png,svg/study-http-dns-tls-request-journey--incident.svg,37
324,study-http-dns-tls-request-journey--metrics,"Trace a Request Through DNS, TLS, and HTTP",Readiness Signals,Core Computer Science,images/study-http-dns-tls-request-journey--metrics.png,svg/study-http-dns-tls-request-journey--metrics.svg,37
325,study-http-dns-tls-request-journey--lab,"Trace a Request Through DNS, TLS, and HTTP",Build and Validate,Core Computer Science,images/study-http-dns-tls-request-journey--lab.png,svg/study-http-dns-tls-request-journey--lab.svg,61
326,study-performance-profiling-tail-latency--roadmap,Profile Performance and Explain Tail Latency,Learning Roadmap,Core Computer Science,images/study-performance-profiling-tail-latency--roadmap.png,svg/study-performance-profiling-tail-latency--roadmap.svg,52
327,study-performance-profiling-tail-latency--decisions,Profile Performance and Explain Tail Latency,Practice Decisions,Core Computer Science,images/study-performance-profiling-tail-latency--decisions.png,svg/study-performance-profiling-tail-latency--decisions.svg,45
328,study-performance-profiling-tail-latency--incident,Profile Performance and Explain Tail Latency,Pitfalls and Checks,Core Computer Science,images/study-performance-profiling-tail-latency--incident.png,svg/study-performance-profiling-tail-latency--incident.svg,36
329,study-performance-profiling-tail-latency--metrics,Profile Performance and Explain Tail Latency,Readiness Signals,Core Computer Science,images/study-performance-profiling-tail-latency--metrics.png,svg/study-performance-profiling-tail-latency--metrics.svg,37
330,study-performance-profiling-tail-latency--lab,Profile Performance and Explain Tail Latency,Build and Validate,Core Computer Science,images/study-performance-profiling-tail-latency--lab.png,svg/study-performance-profiling-tail-latency--lab.svg,43
331,study-git-code-review-ci--roadmap,"Git, Code Review, and CI That Protect Changes",Learning Roadmap,Core Computer Science,images/study-git-code-review-ci--roadmap.png,svg/study-git-code-review-ci--roadmap.svg,61
332,study-git-code-review-ci--decisions,"Git, Code Review, and CI That Protect Changes",Practice Decisions,Core Computer Science,images/study-git-code-review-ci--decisions.png,svg/study-git-code-review-ci--decisions.svg,49
333,study-git-code-review-ci--incident,"Git, Code Review, and CI That Protect Changes",Pitfalls and Checks,Core Computer Science,images/study-git-code-review-ci--incident.png,svg/study-git-code-review-ci--incident.svg,36
334,study-git-code-review-ci--metrics,"Git, Code Review, and CI That Protect Changes",Readiness Signals,Core Computer Science,images/study-git-code-review-ci--metrics.png,svg/study-git-code-review-ci--metrics.svg,40
335,study-git-code-review-ci--lab,"Git, Code Review, and CI That Protect Changes",Build and Validate,Core Computer Science,images/study-git-code-review-ci--lab.png,svg/study-git-code-review-ci--lab.svg,54
336,study-distributed-systems-foundations--roadmap,Distributed Systems from First Principles,Learning Roadmap,Core Computer Science,images/study-distributed-systems-foundations--roadmap.png,svg/study-distributed-systems-foundations--roadmap.svg,56
337,study-distributed-systems-foundations--decisions,Distributed Systems from First Principles,Practice Decisions,Core Computer Science,images/study-distributed-systems-foundations--decisions.png,svg/study-distributed-systems-foundations--decisions.svg,51
338,study-distributed-systems-foundations--incident,Distributed Systems from First Principles,Pitfalls and Checks,Core Computer Science,images/study-distributed-systems-foundations--incident.png,svg/study-distributed-systems-foundations--incident.svg,32
339,study-distributed-systems-foundations--metrics,Distributed Systems from First Principles,Readiness Signals,Core Computer Science,images/study-distributed-systems-foundations--metrics.png,svg/study-distributed-systems-foundations--metrics.svg,34
340,study-distributed-systems-foundations--lab,Distributed Systems from First Principles,Build and Validate,Core Computer Science,images/study-distributed-systems-foundations--lab.png,svg/study-distributed-systems-foundations--lab.svg,56
341,study-dsa-eight-week-plan--roadmap,Plan Your DSA Preparation in Eight Weeks,Learning Roadmap,DSA and Problem Solving,images/study-dsa-eight-week-plan--roadmap.png,svg/study-dsa-eight-week-plan--roadmap.svg,48
342,study-dsa-eight-week-plan--decisions,Plan Your DSA Preparation in Eight Weeks,Practice Decisions,DSA and Problem Solving,images/study-dsa-eight-week-plan--decisions.png,svg/study-dsa-eight-week-plan--decisions.svg,48
343,study-dsa-eight-week-plan--incident,Plan Your DSA Preparation in Eight Weeks,Pitfalls and Checks,DSA and Problem Solving,images/study-dsa-eight-week-plan--incident.png,svg/study-dsa-eight-week-plan--incident.svg,39
344,study-dsa-eight-week-plan--metrics,Plan Your DSA Preparation in Eight Weeks,Readiness Signals,DSA and Problem Solving,images/study-dsa-eight-week-plan--metrics.png,svg/study-dsa-eight-week-plan--metrics.svg,42
345,study-dsa-eight-week-plan--lab,Plan Your DSA Preparation in Eight Weeks,Build and Validate,DSA and Problem Solving,images/study-dsa-eight-week-plan--lab.png,svg/study-dsa-eight-week-plan--lab.svg,62
346,study-arrays-hashing-two-pointers--roadmap,"Arrays, Hashing, and Two-Pointer Reasoning",Learning Roadmap,DSA and Problem Solving,images/study-arrays-hashing-two-pointers--roadmap.png,svg/study-arrays-hashing-two-pointers--roadmap.svg,57
347,study-arrays-hashing-two-pointers--decisions,"Arrays, Hashing, and Two-Pointer Reasoning",Practice Decisions,DSA and Problem Solving,images/study-arrays-hashing-two-pointers--decisions.png,svg/study-arrays-hashing-two-pointers--decisions.svg,53
348,study-arrays-hashing-two-pointers--incident,"Arrays, Hashing, and Two-Pointer Reasoning",Pitfalls and Checks,DSA and Problem Solving,images/study-arrays-hashing-two-pointers--incident.png,svg/study-arrays-hashing-two-pointers--incident.svg,36
349,study-arrays-hashing-two-pointers--metrics,"Arrays, Hashing, and Two-Pointer Reasoning",Readiness Signals,DSA and Problem Solving,images/study-arrays-hashing-two-pointers--metrics.png,svg/study-arrays-hashing-two-pointers--metrics.svg,37
350,study-arrays-hashing-two-pointers--lab,"Arrays, Hashing, and Two-Pointer Reasoning",Build and Validate,DSA and Problem Solving,images/study-arrays-hashing-two-pointers--lab.png,svg/study-arrays-hashing-two-pointers--lab.svg,62
351,study-sliding-windows-prefix-sums--roadmap,Sliding Windows and Prefix Sums,Learning Roadmap,DSA and Problem Solving,images/study-sliding-windows-prefix-sums--roadmap.png,svg/study-sliding-windows-prefix-sums--roadmap.svg,48
352,study-sliding-windows-prefix-sums--decisions,Sliding Windows and Prefix Sums,Practice Decisions,DSA and Problem Solving,images/study-sliding-windows-prefix-sums--decisions.png,svg/study-sliding-windows-prefix-sums--decisions.svg,49
353,study-sliding-windows-prefix-sums--incident,Sliding Windows and Prefix Sums,Pitfalls and Checks,DSA and Problem Solving,images/study-sliding-windows-prefix-sums--incident.png,svg/study-sliding-windows-prefix-sums--incident.svg,33
354,study-sliding-windows-prefix-sums--metrics,Sliding Windows and Prefix Sums,Readiness Signals,DSA and Problem Solving,images/study-sliding-windows-prefix-sums--metrics.png,svg/study-sliding-windows-prefix-sums--metrics.svg,33
355,study-sliding-windows-prefix-sums--lab,Sliding Windows and Prefix Sums,Build and Validate,DSA and Problem Solving,images/study-sliding-windows-prefix-sums--lab.png,svg/study-sliding-windows-prefix-sums--lab.svg,54
356,study-trees-graphs-traversal--roadmap,Trees and Graphs: Traverse with a Purpose,Learning Roadmap,DSA and Problem Solving,images/study-trees-graphs-traversal--roadmap.png,svg/study-trees-graphs-traversal--roadmap.svg,56
357,study-trees-graphs-traversal--decisions,Trees and Graphs: Traverse with a Purpose,Practice Decisions,DSA and Problem Solving,images/study-trees-graphs-traversal--decisions.png,svg/study-trees-graphs-traversal--decisions.svg,48
358,study-trees-graphs-traversal--incident,Trees and Graphs: Traverse with a Purpose,Pitfalls and Checks,DSA and Problem Solving,images/study-trees-graphs-traversal--incident.png,svg/study-trees-graphs-traversal--incident.svg,35
359,study-trees-graphs-traversal--metrics,Trees and Graphs: Traverse with a Purpose,Readiness Signals,DSA and Problem Solving,images/study-trees-graphs-traversal--metrics.png,svg/study-trees-graphs-traversal--metrics.svg,37
360,study-trees-graphs-traversal--lab,Trees and Graphs: Traverse with a Purpose,Build and Validate,DSA and Problem Solving,images/study-trees-graphs-traversal--lab.png,svg/study-trees-graphs-traversal--lab.svg,57
361,study-dynamic-programming-roadmap--roadmap,Dynamic Programming Without Guessing,Learning Roadmap,DSA and Problem Solving,images/study-dynamic-programming-roadmap--roadmap.png,svg/study-dynamic-programming-roadmap--roadmap.svg,55
362,study-dynamic-programming-roadmap--decisions,Dynamic Programming Without Guessing,Practice Decisions,DSA and Problem Solving,images/study-dynamic-programming-roadmap--decisions.png,svg/study-dynamic-programming-roadmap--decisions.svg,45
363,study-dynamic-programming-roadmap--incident,Dynamic Programming Without Guessing,Pitfalls and Checks,DSA and Problem Solving,images/study-dynamic-programming-roadmap--incident.png,svg/study-dynamic-programming-roadmap--incident.svg,36
364,study-dynamic-programming-roadmap--metrics,Dynamic Programming Without Guessing,Readiness Signals,DSA and Problem Solving,images/study-dynamic-programming-roadmap--metrics.png,svg/study-dynamic-programming-roadmap--metrics.svg,37
365,study-dynamic-programming-roadmap--lab,Dynamic Programming Without Guessing,Build and Validate,DSA and Problem Solving,images/study-dynamic-programming-roadmap--lab.png,svg/study-dynamic-programming-roadmap--lab.svg,56
366,study-heaps-intervals-greedy--roadmap,"Heaps, Intervals, and Greedy Proofs",Learning Roadmap,DSA and Problem Solving,images/study-heaps-intervals-greedy--roadmap.png,svg/study-heaps-intervals-greedy--roadmap.svg,52
367,study-heaps-intervals-greedy--decisions,"Heaps, Intervals, and Greedy Proofs",Practice Decisions,DSA and Problem Solving,images/study-heaps-intervals-greedy--decisions.png,svg/study-heaps-intervals-greedy--decisions.svg,51
368,study-heaps-intervals-greedy--incident,"Heaps, Intervals, and Greedy Proofs",Pitfalls and Checks,DSA and Problem Solving,images/study-heaps-intervals-greedy--incident.png,svg/study-heaps-intervals-greedy--incident.svg,33
369,study-heaps-intervals-greedy--metrics,"Heaps, Intervals, and Greedy Proofs",Readiness Signals,DSA and Problem Solving,images/study-heaps-intervals-greedy--metrics.png,svg/study-heaps-intervals-greedy--metrics.svg,36
370,study-heaps-intervals-greedy--lab,"Heaps, Intervals, and Greedy Proofs",Build and Validate,DSA and Problem Solving,images/study-heaps-intervals-greedy--lab.png,svg/study-heaps-intervals-greedy--lab.svg,52
371,study-binary-search-sorting--roadmap,"Binary Search, Sorting, and Boundary Proofs",Learning Roadmap,DSA and Problem Solving,images/study-binary-search-sorting--roadmap.png,svg/study-binary-search-sorting--roadmap.svg,57
372,study-binary-search-sorting--decisions,"Binary Search, Sorting, and Boundary Proofs",Practice Decisions,DSA and Problem Solving,images/study-binary-search-sorting--decisions.png,svg/study-binary-search-sorting--decisions.svg,44
373,study-binary-search-sorting--incident,"Binary Search, Sorting, and Boundary Proofs",Pitfalls and Checks,DSA and Problem Solving,images/study-binary-search-sorting--incident.png,svg/study-binary-search-sorting--incident.svg,35
374,study-binary-search-sorting--metrics,"Binary Search, Sorting, and Boundary Proofs",Readiness Signals,DSA and Problem Solving,images/study-binary-search-sorting--metrics.png,svg/study-binary-search-sorting--metrics.svg,38
375,study-binary-search-sorting--lab,"Binary Search, Sorting, and Boundary Proofs",Build and Validate,DSA and Problem Solving,images/study-binary-search-sorting--lab.png,svg/study-binary-search-sorting--lab.svg,52
376,study-coding-correctness-testing--roadmap,"Explain Correctness, Complexity, and Tests",Learning Roadmap,DSA and Problem Solving,images/study-coding-correctness-testing--roadmap.png,svg/study-coding-correctness-testing--roadmap.svg,51
377,study-coding-correctness-testing--decisions,"Explain Correctness, Complexity, and Tests",Practice Decisions,DSA and Problem Solving,images/study-coding-correctness-testing--decisions.png,svg/study-coding-correctness-testing--decisions.svg,47
378,study-coding-correctness-testing--incident,"Explain Correctness, Complexity, and Tests",Pitfalls and Checks,DSA and Problem Solving,images/study-coding-correctness-testing--incident.png,svg/study-coding-correctness-testing--incident.svg,32
379,study-coding-correctness-testing--metrics,"Explain Correctness, Complexity, and Tests",Readiness Signals,DSA and Problem Solving,images/study-coding-correctness-testing--metrics.png,svg/study-coding-correctness-testing--metrics.svg,33
380,study-coding-correctness-testing--lab,"Explain Correctness, Complexity, and Tests",Build and Validate,DSA and Problem Solving,images/study-coding-correctness-testing--lab.png,svg/study-coding-correctness-testing--lab.svg,55
381,study-system-design-six-week-plan--roadmap,Plan Your System Design Preparation,Learning Roadmap,System Design,images/study-system-design-six-week-plan--roadmap.png,svg/study-system-design-six-week-plan--roadmap.svg,55
382,study-system-design-six-week-plan--decisions,Plan Your System Design Preparation,Practice Decisions,System Design,images/study-system-design-six-week-plan--decisions.png,svg/study-system-design-six-week-plan--decisions.svg,53
383,study-system-design-six-week-plan--incident,Plan Your System Design Preparation,Pitfalls and Checks,System Design,images/study-system-design-six-week-plan--incident.png,svg/study-system-design-six-week-plan--incident.svg,34
384,study-system-design-six-week-plan--metrics,Plan Your System Design Preparation,Readiness Signals,System Design,images/study-system-design-six-week-plan--metrics.png,svg/study-system-design-six-week-plan--metrics.svg,36
385,study-system-design-six-week-plan--lab,Plan Your System Design Preparation,Build and Validate,System Design,images/study-system-design-six-week-plan--lab.png,svg/study-system-design-six-week-plan--lab.svg,50
386,study-capacity-estimation-data-modeling--roadmap,Capacity Estimates and Data Models That Matter,Learning Roadmap,System Design,images/study-capacity-estimation-data-modeling--roadmap.png,svg/study-capacity-estimation-data-modeling--roadmap.svg,51
387,study-capacity-estimation-data-modeling--decisions,Capacity Estimates and Data Models That Matter,Practice Decisions,System Design,images/study-capacity-estimation-data-modeling--decisions.png,svg/study-capacity-estimation-data-modeling--decisions.svg,47
388,study-capacity-estimation-data-modeling--incident,Capacity Estimates and Data Models That Matter,Pitfalls and Checks,System Design,images/study-capacity-estimation-data-modeling--incident.png,svg/study-capacity-estimation-data-modeling--incident.svg,34
389,study-capacity-estimation-data-modeling--metrics,Capacity Estimates and Data Models That Matter,Readiness Signals,System Design,images/study-capacity-estimation-data-modeling--metrics.png,svg/study-capacity-estimation-data-modeling--metrics.svg,36
390,study-capacity-estimation-data-modeling--lab,Capacity Estimates and Data Models That Matter,Build and Validate,System Design,images/study-capacity-estimation-data-modeling--lab.png,svg/study-capacity-estimation-data-modeling--lab.svg,61
391,study-caching-database-scaling--roadmap,Caching and Database Scaling Without Stale Promises,Learning Roadmap,System Design,images/study-caching-database-scaling--roadmap.png,svg/study-caching-database-scaling--roadmap.svg,61
392,study-caching-database-scaling--decisions,Caching and Database Scaling Without Stale Promises,Practice Decisions,System Design,images/study-caching-database-scaling--decisions.png,svg/study-caching-database-scaling--decisions.svg,52
393,study-caching-database-scaling--incident,Caching and Database Scaling Without Stale Promises,Pitfalls and Checks,System Design,images/study-caching-database-scaling--incident.png,svg/study-caching-database-scaling--incident.svg,38
394,study-caching-database-scaling--metrics,Caching and Database Scaling Without Stale Promises,Readiness Signals,System Design,images/study-caching-database-scaling--metrics.png,svg/study-caching-database-scaling--metrics.svg,37
395,study-caching-database-scaling--lab,Caching and Database Scaling Without Stale Promises,Build and Validate,System Design,images/study-caching-database-scaling--lab.png,svg/study-caching-database-scaling--lab.svg,57
396,study-queues-event-streaming--roadmap,"Queues, Event Streams, and Reliable Processing",Learning Roadmap,System Design,images/study-queues-event-streaming--roadmap.png,svg/study-queues-event-streaming--roadmap.svg,51
397,study-queues-event-streaming--decisions,"Queues, Event Streams, and Reliable Processing",Practice Decisions,System Design,images/study-queues-event-streaming--decisions.png,svg/study-queues-event-streaming--decisions.svg,46
398,study-queues-event-streaming--incident,"Queues, Event Streams, and Reliable Processing",Pitfalls and Checks,System Design,images/study-queues-event-streaming--incident.png,svg/study-queues-event-streaming--incident.svg,34
399,study-queues-event-streaming--metrics,"Queues, Event Streams, and Reliable Processing",Readiness Signals,System Design,images/study-queues-event-streaming--metrics.png,svg/study-queues-event-streaming--metrics.svg,34
400,study-queues-event-streaming--lab,"Queues, Event Streams, and Reliable Processing",Build and Validate,System Design,images/study-queues-event-streaming--lab.png,svg/study-queues-event-streaming--lab.svg,45
401,study-rate-limiter-design--roadmap,Design a Rate Limiter You Can Defend,Learning Roadmap,System Design,images/study-rate-limiter-design--roadmap.png,svg/study-rate-limiter-design--roadmap.svg,51
402,study-rate-limiter-design--decisions,Design a Rate Limiter You Can Defend,Practice Decisions,System Design,images/study-rate-limiter-design--decisions.png,svg/study-rate-limiter-design--decisions.svg,49
403,study-rate-limiter-design--incident,Design a Rate Limiter You Can Defend,Pitfalls and Checks,System Design,images/study-rate-limiter-design--incident.png,svg/study-rate-limiter-design--incident.svg,36
404,study-rate-limiter-design--metrics,Design a Rate Limiter You Can Defend,Readiness Signals,System Design,images/study-rate-limiter-design--metrics.png,svg/study-rate-limiter-design--metrics.svg,38
405,study-rate-limiter-design--lab,Design a Rate Limiter You Can Defend,Build and Validate,System Design,images/study-rate-limiter-design--lab.png,svg/study-rate-limiter-design--lab.svg,48
406,study-chat-notification-systems--roadmap,Design Chat and Notification Delivery,Learning Roadmap,System Design,images/study-chat-notification-systems--roadmap.png,svg/study-chat-notification-systems--roadmap.svg,55
407,study-chat-notification-systems--decisions,Design Chat and Notification Delivery,Practice Decisions,System Design,images/study-chat-notification-systems--decisions.png,svg/study-chat-notification-systems--decisions.svg,50
408,study-chat-notification-systems--incident,Design Chat and Notification Delivery,Pitfalls and Checks,System Design,images/study-chat-notification-systems--incident.png,svg/study-chat-notification-systems--incident.svg,34
409,study-chat-notification-systems--metrics,Design Chat and Notification Delivery,Readiness Signals,System Design,images/study-chat-notification-systems--metrics.png,svg/study-chat-notification-systems--metrics.svg,37
410,study-chat-notification-systems--lab,Design Chat and Notification Delivery,Build and Validate,System Design,images/study-chat-notification-systems--lab.png,svg/study-chat-notification-systems--lab.svg,50
411,study-storage-file-sync-design--roadmap,"File Storage, Sync, and Snapshot Design",Learning Roadmap,System Design,images/study-storage-file-sync-design--roadmap.png,svg/study-storage-file-sync-design--roadmap.svg,53
412,study-storage-file-sync-design--decisions,"File Storage, Sync, and Snapshot Design",Practice Decisions,System Design,images/study-storage-file-sync-design--decisions.png,svg/study-storage-file-sync-design--decisions.svg,52
413,study-storage-file-sync-design--incident,"File Storage, Sync, and Snapshot Design",Pitfalls and Checks,System Design,images/study-storage-file-sync-design--incident.png,svg/study-storage-file-sync-design--incident.svg,36
414,study-storage-file-sync-design--metrics,"File Storage, Sync, and Snapshot Design",Readiness Signals,System Design,images/study-storage-file-sync-design--metrics.png,svg/study-storage-file-sync-design--metrics.svg,35
415,study-storage-file-sync-design--lab,"File Storage, Sync, and Snapshot Design",Build and Validate,System Design,images/study-storage-file-sync-design--lab.png,svg/study-storage-file-sync-design--lab.svg,59
416,study-api-authentication-security--roadmap,"API Design, Authentication, and Authorization",Learning Roadmap,System Design,images/study-api-authentication-security--roadmap.png,svg/study-api-authentication-security--roadmap.svg,55
417,study-api-authentication-security--decisions,"API Design, Authentication, and Authorization",Practice Decisions,System Design,images/study-api-authentication-security--decisions.png,svg/study-api-authentication-security--decisions.svg,43
418,study-api-authentication-security--incident,"API Design, Authentication, and Authorization",Pitfalls and Checks,System Design,images/study-api-authentication-security--incident.png,svg/study-api-authentication-security--incident.svg,35
419,study-api-authentication-security--metrics,"API Design, Authentication, and Authorization",Readiness Signals,System Design,images/study-api-authentication-security--metrics.png,svg/study-api-authentication-security--metrics.svg,35
420,study-api-authentication-security--lab,"API Design, Authentication, and Authorization",Build and Validate,System Design,images/study-api-authentication-security--lab.png,svg/study-api-authentication-security--lab.svg,53
421,study-cloud-docker-kubernetes--roadmap,"Cloud, Docker, and Kubernetes Fundamentals",Learning Roadmap,System Design,images/study-cloud-docker-kubernetes--roadmap.png,svg/study-cloud-docker-kubernetes--roadmap.svg,47
422,study-cloud-docker-kubernetes--decisions,"Cloud, Docker, and Kubernetes Fundamentals",Practice Decisions,System Design,images/study-cloud-docker-kubernetes--decisions.png,svg/study-cloud-docker-kubernetes--decisions.svg,42
423,study-cloud-docker-kubernetes--incident,"Cloud, Docker, and Kubernetes Fundamentals",Pitfalls and Checks,System Design,images/study-cloud-docker-kubernetes--incident.png,svg/study-cloud-docker-kubernetes--incident.svg,37
424,study-cloud-docker-kubernetes--metrics,"Cloud, Docker, and Kubernetes Fundamentals",Readiness Signals,System Design,images/study-cloud-docker-kubernetes--metrics.png,svg/study-cloud-docker-kubernetes--metrics.svg,37
425,study-cloud-docker-kubernetes--lab,"Cloud, Docker, and Kubernetes Fundamentals",Build and Validate,System Design,images/study-cloud-docker-kubernetes--lab.png,svg/study-cloud-docker-kubernetes--lab.svg,50
426,study-observability-reliability-incidents--roadmap,"Observability, Reliability, and Incident Response",Learning Roadmap,System Design,images/study-observability-reliability-incidents--roadmap.png,svg/study-observability-reliability-incidents--roadmap.svg,61
427,study-observability-reliability-incidents--decisions,"Observability, Reliability, and Incident Response",Practice Decisions,System Design,images/study-observability-reliability-incidents--decisions.png,svg/study-observability-reliability-incidents--decisions.svg,50
428,study-observability-reliability-incidents--incident,"Observability, Reliability, and Incident Response",Pitfalls and Checks,System Design,images/study-observability-reliability-incidents--incident.png,svg/study-observability-reliability-incidents--incident.svg,37
429,study-observability-reliability-incidents--metrics,"Observability, Reliability, and Incident Response",Readiness Signals,System Design,images/study-observability-reliability-incidents--metrics.png,svg/study-observability-reliability-incidents--metrics.svg,38
430,study-observability-reliability-incidents--lab,"Observability, Reliability, and Incident Response",Build and Validate,System Design,images/study-observability-reliability-incidents--lab.png,svg/study-observability-reliability-incidents--lab.svg,49
431,study-ai-tools-for-engineers--roadmap,Choose AI Tools for Real Engineering Work,Learning Roadmap,AI and Machine Learning,images/study-ai-tools-for-engineers--roadmap.png,svg/study-ai-tools-for-engineers--roadmap.svg,53
432,study-ai-tools-for-engineers--decisions,Choose AI Tools for Real Engineering Work,Practice Decisions,AI and Machine Learning,images/study-ai-tools-for-engineers--decisions.png,svg/study-ai-tools-for-engineers--decisions.svg,46
433,study-ai-tools-for-engineers--incident,Choose AI Tools for Real Engineering Work,Pitfalls and Checks,AI and Machine Learning,images/study-ai-tools-for-engineers--incident.png,svg/study-ai-tools-for-engineers--incident.svg,31
434,study-ai-tools-for-engineers--metrics,Choose AI Tools for Real Engineering Work,Readiness Signals,AI and Machine Learning,images/study-ai-tools-for-engineers--metrics.png,svg/study-ai-tools-for-engineers--metrics.svg,34
435,study-ai-tools-for-engineers--lab,Choose AI Tools for Real Engineering Work,Build and Validate,AI and Machine Learning,images/study-ai-tools-for-engineers--lab.png,svg/study-ai-tools-for-engineers--lab.svg,47
436,study-ai-assisted-coding-workflow--roadmap,AI-Assisted Coding with Tests and Review,Learning Roadmap,AI and Machine Learning,images/study-ai-assisted-coding-workflow--roadmap.png,svg/study-ai-assisted-coding-workflow--roadmap.svg,57
437,study-ai-assisted-coding-workflow--decisions,AI-Assisted Coding with Tests and Review,Practice Decisions,AI and Machine Learning,images/study-ai-assisted-coding-workflow--decisions.png,svg/study-ai-assisted-coding-workflow--decisions.svg,52
438,study-ai-assisted-coding-workflow--incident,AI-Assisted Coding with Tests and Review,Pitfalls and Checks,AI and Machine Learning,images/study-ai-assisted-coding-workflow--incident.png,svg/study-ai-assisted-coding-workflow--incident.svg,36
439,study-ai-assisted-coding-workflow--metrics,AI-Assisted Coding with Tests and Review,Readiness Signals,AI and Machine Learning,images/study-ai-assisted-coding-workflow--metrics.png,svg/study-ai-assisted-coding-workflow--metrics.svg,36
440,study-ai-assisted-coding-workflow--lab,AI-Assisted Coding with Tests and Review,Build and Validate,AI and Machine Learning,images/study-ai-assisted-coding-workflow--lab.png,svg/study-ai-assisted-coding-workflow--lab.svg,48
441,study-python-data-ai-foundations--roadmap,Python Foundations for Data and AI Work,Learning Roadmap,AI and Machine Learning,images/study-python-data-ai-foundations--roadmap.png,svg/study-python-data-ai-foundations--roadmap.svg,53
442,study-python-data-ai-foundations--decisions,Python Foundations for Data and AI Work,Practice Decisions,AI and Machine Learning,images/study-python-data-ai-foundations--decisions.png,svg/study-python-data-ai-foundations--decisions.svg,43
443,study-python-data-ai-foundations--incident,Python Foundations for Data and AI Work,Pitfalls and Checks,AI and Machine Learning,images/study-python-data-ai-foundations--incident.png,svg/study-python-data-ai-foundations--incident.svg,34
444,study-python-data-ai-foundations--metrics,Python Foundations for Data and AI Work,Readiness Signals,AI and Machine Learning,images/study-python-data-ai-foundations--metrics.png,svg/study-python-data-ai-foundations--metrics.svg,37
445,study-python-data-ai-foundations--lab,Python Foundations for Data and AI Work,Build and Validate,AI and Machine Learning,images/study-python-data-ai-foundations--lab.png,svg/study-python-data-ai-foundations--lab.svg,49
446,study-machine-learning-six-week-plan--roadmap,AI and ML Foundations in Six Weeks,Learning Roadmap,AI and Machine Learning,images/study-machine-learning-six-week-plan--roadmap.png,svg/study-machine-learning-six-week-plan--roadmap.svg,50
447,study-machine-learning-six-week-plan--decisions,AI and ML Foundations in Six Weeks,Practice Decisions,AI and Machine Learning,images/study-machine-learning-six-week-plan--decisions.png,svg/study-machine-learning-six-week-plan--decisions.svg,47
448,study-machine-learning-six-week-plan--incident,AI and ML Foundations in Six Weeks,Pitfalls and Checks,AI and Machine Learning,images/study-machine-learning-six-week-plan--incident.png,svg/study-machine-learning-six-week-plan--incident.svg,33
449,study-machine-learning-six-week-plan--metrics,AI and ML Foundations in Six Weeks,Readiness Signals,AI and Machine Learning,images/study-machine-learning-six-week-plan--metrics.png,svg/study-machine-learning-six-week-plan--metrics.svg,34
450,study-machine-learning-six-week-plan--lab,AI and ML Foundations in Six Weeks,Build and Validate,AI and Machine Learning,images/study-machine-learning-six-week-plan--lab.png,svg/study-machine-learning-six-week-plan--lab.svg,47
451,study-ml-evaluation-experiments--roadmap,"ML Evaluation, Metrics, and Experiments",Learning Roadmap,AI and Machine Learning,images/study-ml-evaluation-experiments--roadmap.png,svg/study-ml-evaluation-experiments--roadmap.svg,48
452,study-ml-evaluation-experiments--decisions,"ML Evaluation, Metrics, and Experiments",Practice Decisions,AI and Machine Learning,images/study-ml-evaluation-experiments--decisions.png,svg/study-ml-evaluation-experiments--decisions.svg,48
453,study-ml-evaluation-experiments--incident,"ML Evaluation, Metrics, and Experiments",Pitfalls and Checks,AI and Machine Learning,images/study-ml-evaluation-experiments--incident.png,svg/study-ml-evaluation-experiments--incident.svg,35
454,study-ml-evaluation-experiments--metrics,"ML Evaluation, Metrics, and Experiments",Readiness Signals,AI and Machine Learning,images/study-ml-evaluation-experiments--metrics.png,svg/study-ml-evaluation-experiments--metrics.svg,37
455,study-ml-evaluation-experiments--lab,"ML Evaluation, Metrics, and Experiments",Build and Validate,AI and Machine Learning,images/study-ml-evaluation-experiments--lab.png,svg/study-ml-evaluation-experiments--lab.svg,54
456,study-deep-learning-transformers--roadmap,Deep Learning and Transformers: A Practical Map,Learning Roadmap,AI and Machine Learning,images/study-deep-learning-transformers--roadmap.png,svg/study-deep-learning-transformers--roadmap.svg,48
457,study-deep-learning-transformers--decisions,Deep Learning and Transformers: A Practical Map,Practice Decisions,AI and Machine Learning,images/study-deep-learning-transformers--decisions.png,svg/study-deep-learning-transformers--decisions.svg,46
458,study-deep-learning-transformers--incident,Deep Learning and Transformers: A Practical Map,Pitfalls and Checks,AI and Machine Learning,images/study-deep-learning-transformers--incident.png,svg/study-deep-learning-transformers--incident.svg,34
459,study-deep-learning-transformers--metrics,Deep Learning and Transformers: A Practical Map,Readiness Signals,AI and Machine Learning,images/study-deep-learning-transformers--metrics.png,svg/study-deep-learning-transformers--metrics.svg,37
460,study-deep-learning-transformers--lab,Deep Learning and Transformers: A Practical Map,Build and Validate,AI and Machine Learning,images/study-deep-learning-transformers--lab.png,svg/study-deep-learning-transformers--lab.svg,54
461,study-rag-prototype-to-production--roadmap,RAG: From Prototype to a Defensible System,Learning Roadmap,AI and Machine Learning,images/study-rag-prototype-to-production--roadmap.png,svg/study-rag-prototype-to-production--roadmap.svg,42
